"last_name, first_name","pitch_hand","active_spin_fourseam","active_spin_sinker","active_spin_cutter","active_spin_changeup","active_spin_fastball","active_spin_slider","active_spin_curve"
"Barria, Jaime","R","86.4","88.2",,"99.1",,"34.7",
"Hendrix, Ryan","R","86.3",,,,,"25.3",
"Bumgarner, Madison","L","86.3","88.7","45.7","96.9",,,"64.7"
"Gibson, Kyle","R","86.3","83.3","51.7","85.2",,"33.5","56.6"
"Ramírez, Erasmo","R","86.3","83.5","52.3","87.6",,,
"Wright Jr., Mike","R","86.3","83.6",,"95.4",,"28.4",
"Warren, Art","R","86.2",,,,,"35.9",
"Sandoval, Patrick","L","86.2","86.5",,"98.8",,"33.2","65.6"
"Bickford, Phil","R","86.2",,,,,"43.8",
"Peralta, Freddy","R","86.1","87.2",,"93.4",,"51","65.9"
"Marshall, Evan","R","85.9","92.1",,"95.9",,,"61.2"
"Woodford, Jake","R","85.9","84.4",,"96.8",,"25.9","97.1"
"Miley, Wade","L","85.8","87","46.1","86.2",,"31.5","66.2"
"Garza, Justin","R","85.8","92","46.7","93.9",,"34.1",
"Velasquez, Vince","R","85.7","80.3",,"93.5",,"34.4",
"Gustave, Jandel","R","85.7","83",,,,"44.1",
"Neris, Héctor","R","85.7","87.9",,,,"34.6",
"Mazza, Chris","R","85.7","90.8","44.1",,,"52.6",
"Márquez, Germán","R","85.7","84.1",,"93.1",,"14.4",
"Barraclough, Kyle","R","85.6",,,,,"74.7",
"Thompson, Ryan","R","85.6","90.4","23.8",,,"70.4",
"Blackburn, Paul","R","85.5","85.9","44","79.9",,,"82.1"
"Thornton, Trent","R","85.5",,"47.7","80.3",,"35.2","66.2"
"Keller, Mitch","R","85.5",,"25.6","96.5",,,"90.1"
"Guenther, Sean","L","85.4",,,"97.4",,"63",
"Ross, Joe","R","85.4","83.6",,"92.7",,"27.8",
"Head, Louis","R","85.3",,,,,"60",
"Bukauskas, J.B.","R","85.3",,,"86.6",,"20.6",
"Zimmer, Kyle","R","85.3",,,"90.1",,"26.4","88.2"
"Andriese, Matt","R","85.3","77.9","20","24.3",,,"70.8"
"Gilbreath, Lucas","L","85.1",,,,,"39",
"Payamps, Joel","R","85","86.4",,"79.7",,"41.8",
"Dugger, Robert","R","85","86.6",,"97.9",,"34.8","65.3"
"Suárez, Ranger","L","84.9","84.5",,"94.1",,"27.6",
"Gil, Luis","R","84.8",,,"95.1",,"37.3",
"Civale, Aaron","R","84.4","82.6","48",,,"44.1","78.9"
"Almonte, Yency","R","84.4","86.6",,"98.8",,"39.7",
"Newcomb, Sean","L","84.4",,"22.6",,,,"91.6"
"Martinez, Carlos","R","84.4","82.5","52.4","83.7",,"39.3","44.2"
"Familia, Jeurys","R","84.2","81.7",,,,"25.5",
"Pomeranz, Drew","L","84.2",,,,,,
"Thompson, Mason","R","84.1","83.4",,,,"31.4",
"Valdez, César","R","84","85",,"71.6",,"39",
"Widener, Taylor","R","83.9",,,"93.3",,"32.6",
"Diplán, Marcos","R","83.9",,,"79.4",,,"58.2"
"Taillon, Jameson","R","83.8","86.6","47.3","95.5",,"39.3","74.8"
"Nance, Tommy","R","83.8","82.6",,,,"45.3","70.3"
"Hutchison, Drew","R","83.7","79.2",,"84.2",,"27.4",
"Eshelman, Thomas","R","83.7","79.7",,"94.1",,"43.5","70"
"Bassitt, Chris","R","83.6","88.3","49.8","95.8",,"39.1","93.2"
"Kershaw, Clayton","L","83.5",,,"99.2",,"46","78.5"
"Rodriguez, Eduardo","L","83.5","85.1","48.1","89.8",,"33.9",
"Lindblom, Josh","R","83.5","89.6","50.2","98.8",,"55.5","81.6"
"Davis, Wade","R","83.5","75.8","38.3","86.8",,,
"Kim, Kwang Hyun","L","83.5","87.7",,"92.2",,"38.1","66"
"Megill, Trevor","R","83.4",,,,,"34.2",
"Crismatt, Nabil","R","83.3","83.1",,"79.2",,,"99.2"
"Gallen, Zac","R","83.2",,"60.8","89.3",,"42.7",
"Santana, Ervin","R","83.2",,,"88.8",,"31.4",
"Thompson, Keegan","R","83.1","86.8","37.4","95.4",,,"72.5"
"Perdomo, Angel","L","83.1",,,"90.3",,"47.4",
"Hale, David","R","83","82.7",,"94.2",,,"38.5"
"Fulmer, Michael","R","83","84.2","47.6","85.9",,,"79.4"
"Leone, Dominic","R","82.8","74.7","33.7",,,"43.7",
"Norris, Daniel","L","82.7",,,"76.7",,"23.3",
"Carrasco, Carlos","R","82.6","79.9",,"68.5",,"28.8","55.2"
"Slegers, Aaron","R","82.5","83.6",,"75.4",,"21",
"Fairbanks, Pete","R","82.5",,,,,"43.5",
"Sheffield, Justus","L","82.4","80.7",,"72.6",,"44.7",
"Knehr, Reiss","R","82.4",,"38.2","99.2",,"42.1",
"Sandlin, Nick","R","82.3","81.1",,,,"54.1",
"Sewald, Paul","R","82.2",,,,,,
"Germán, Domingo","R","82.2","82.7",,"85.5",,,"27.1"
"Cleavinger, Garrett","L","82.2",,,,,"56",
"Otto, Glenn","R","82.1",,,"98.5",,,
"Senzatela, Antonio","R","81.8","83.2",,"61.3",,"40.8","63.1"
"Kay, Anthony","L","81.8",,"24.4","89.9",,"53.6","71.8"
"Mikolas, Miles","R","81.7","79.7",,"96.2",,"26.8","85.2"
"Quijada, José","L","81.7",,,"99.1",,"63.5",
"Romo, Sergio","R","81.7","85.6",,"99.2",,"48.6",
"Muller, Kyle","L","81.6",,,"84",,"20.4","71"
"Taylor, Josh","L","81.5","83.5",,,,"31","56.8"
"Chatwood, Tyler","R","81.4","81.3","25.2","81.1",,,"65.4"
"White, Mitch","R","81.2",,,"91.8",,"26.9","78"
"Crowe, Wil","R","81","77.6",,"58.4",,"40.8","78.6"
"Wantz, Andrew","R","80.9",,"38.2","77.9",,"39.5",
"Bielak, Brandon","R","80.9","76","45.9","91.8",,"35","84.5"
"Chacín, Jhoulys","R","80.8","80",,"85.8",,"41.8","47.5"
"Helsley, Ryan","R","80.7","89.5",,"96.1",,"34.5","62.6"
"Duffey, Tyler","R","80.7","86.6",,,,,
"Urías, Julio","L","80.7",,,"89.9",,,
"Ohtani, Shohei","R","80.6",,"35.6",,,,"89.4"
"Zimmermann, Bruce","L","80.6",,,"98.8",,"19.8","41.6"
"Miller, Justin","R","80.5","81",,,,"49.9",
"López, Pablo","R","80.2","83.5","57.2","90.5",,,"68.5"
"Pop, Zach","R","80.1","81.7",,,,"32.9",
"Kelly, Merrill","R","80","77.1","67.1","79.2",,,"67"
"Sánchez, Miguel","R","79.8",,,"80.3",,"27.8",
"Poteet, Cody","R","79.6",,,"82.4",,"31","63.1"
"Campbell, Paul","R","79.4",,,"92.4",,"46.3","60.3"
"Lynn, Lance","R","79.3","74.6","33","85.3",,,"47.6"
"Flaherty, Jack","R","79.3","74.3",,"75.9",,"50.6",
"Keuchel, Dallas","L","79.1","81.7","39.2","90.4",,"26.8",
"Greinke, Zack","R","78.7","84.4",,"84.4",,"42.2","76"
"Rogers, Tyler","R","78.6","80.6",,,,"68.7",
"Miller, Andrew","L","78.4","82.7",,,,"65.1",
"Lakins Sr., Travis","R","78.3","80","52.6","89.6",,,"76.7"
"Webb, Logan","R","77.9","77.2","47.8","78.8",,"54.8",
"Manoah, Alek","R","77.9","78.6",,"81.5",,"50.2",
"Castellanos, Humberto","R","77.4","78.6",,"94.6",,"53.4","68.7"
"Barlow, Scott","R","77.2",,,,,"45.7","84.2"
"Crick, Kyle","R","77.2",,,,,"83.7",
"Coulombe, Danny","L","77.1","72.8",,,,"26",
"Wainwright, Adam","R","77.1","82","46.1","90.1",,,"97"
"Raley, Brooks","L","77.1","79.4","40.1","86.3",,,"68.8"
"Strickland, Hunter","R","77","72.3",,"84.6",,"47.1",
"Armstrong, Shawn","R","76.7",,"44",,,"47.7",
"Cishek, Steve","R","76.5","82.1",,,,"79.4",
"Gray, Sonny","R","76.5","70","30.9","86.4",,"42.2","88.5"
"Lester, Jon","L","76.4","73.2","55","71.2",,,"66.4"
"Saucedo, Tayler","L","75.9","78.9",,"98.8",,"16.3","66.9"
"Glasnow, Tyler","R","75.8",,,"90.3",,"32.1","76.4"
"Pressly, Ryan","R","75.8",,,,,"28.5","72.9"
"Fried, Max","L","75.7","74.1",,"85.7",,"34.2","83.3"
"Scott, Tanner","L","75.5","80.9",,,,"33.3",
"Freeland, Kyle","L","75.4","69.7",,"91.2",,"29.7",
"Junis, Jakob","R","75.2","79.6","43.4","81.5",,"38.1",
"Wendelken, J.B.","R","75.1","80.8",,"99.4",,"44.9","93.8"
"Bard, Daniel","R","75.1","78",,"93.6",,"44.7",
"Thompson, Zach","R","74.8","76.2","29.4","73.6",,,"71.6"
"Kluber, Corey","R","74.8","79.9","36.1","76.6",,,"54.3"
"Toussaint, Touki","R","74.6","72.8",,,,,"85.9"
"Nelson, Jimmy","R","74.4",,,,,"51.8",
"Selman, Sam","L","74.3",,,,,"48",
"Givens, Mychal","R","74.2",,,"51.6",,"31.5",
"Harper, Ryne","R","74.2",,,,,"54.3","79.4"
"Ramirez, Noé","R","74.1",,,"71.6",,,"66.8"
"Ottavino, Adam","R","73.9","76.1","30.4","77.3",,,
"Taylor, Blake","L","73.1",,,,,"45.8",
"Anderson, Shaun","R","73.1","72.5",,,,"36.6",
"Rodríguez, Manuel","R","72.9","88",,,,"46.4",
"Bender, Anthony","R","72.8","75.3",,,,"59.4",
"Oviedo, Johan","R","72.7",,,"93.5",,"45.1","68.4"
"Castano, Daniel","L","72.3","67.8",,"77.9",,"25.6",
"Mejía, J.C.","R","71.9","70.5",,"71.5",,"44.9","85.9"
"Williams, Trevor","R","71.6","72.9",,"89.5",,"41","57.5"
"González, Chi Chi","R","71.1","69.4","31","86",,"28.5","42"
"Stratton, Chris","R","71",,,"74.9",,"36.3","75.3"
"Steele, Justin","L","71","71.6",,"89.2",,"54.7","75.8"
"Hernández, Darwinzon","L","70.9",,,,,"35","75.4"
"Cimber, Adam","R","69.7","73.3",,,,"21.2",
"García, Yimi","R","69.7","76.9",,"94.3",,"30.3","48.9"
"Keller, Brad","R","69.2","75.6",,"82.6",,"41.8",
"Minor, Mike","L","68.8",,,"96.7",,"26.6",
"Melancon, Mark","R","68.3",,"62.7",,,,
"Lovelady, Richard","L","67.8","66.2",,,,"27.5",
"Burnes, Corbin","R","67.6","71.7","52.7","77.5",,"40.2","67.7"
"Fry, Paul","L","66.9",,,,,"56.7",
"Fedde, Erick","R","66.8","75.3","44.9","88.8",,,"64.1"
"Suter, Brent","L","65.2","83",,"97.9",,"38.4","59.3"
"Stroman, Marcus","R","64.7","58.6","29.4",,,"29.9","72.8"
"Shaw, Bryan","R","64",,"43.7","77.6",,"52.3","89.7"
"Valdez, Framber","L","63.9","68.6",,"75.3",,,"85.5"
"Musgrove, Joe","R","62.7","63.9","39.4","61.6",,"56.8","76.5"
"Maton, Phil","R","62.7",,"35.7",,,"69.4","92.2"
"Houck, Tanner","R","62.4","71.3",,,,"55.4",
"Kittredge, Andrew","R","62.2","79.3",,,,"31",
"Adams, Austin","R","59.7",,,,,"37.1",
"Turnbull, Spencer","R","59","78.2",,"93.5",,"34.7","80.6"
"Castro, Anthony","R","57.1",,,,,"60",
"Maples, Dillon","R","52.5","55.5",,,,"53.3","80.2"
"Richards, Garrett","R","49.7","62",,"86.3",,"28.4","93.7"
